CustomerID,OrderID,Sales,TransactionDate
WEISD43699,01055W2JVAQ ,$259.61 ,20150110
KELLM88018,01055W2JVBR ,$341.33 ,20150108
BOUGK71982,01055W2JVDB ,$869.33 ,20150108
ROSEJ26351,01055W2JVGD ,$657.67 ,20150106
PROVB55047,01055W2JVHP ,"$2,258.47 ",20150108
PROVB55047,01055W2JVHPB,$680.35 ,20150114
CLYME44451,01055W2JVHR ,$281.38 ,20150107
SIMOA13090,01055W2JVHU ,"$3,722.72 ",20150110
BEDFM74403,01055W2JVIL ,"$2,507.83 ",20150114
ROSCS79158,01055W2JVIO ,"$2,090.00 ",20150108
TAYLE97805,01055W2JVJF ,"$1,560.06 ",20150110
FENGA22835,01055W2JVJR ,"$3,264.41 ",20150113
FERNJ41877,01055W2JVJY ,$760.35 ,20150108
GALAT10484,010550AJPNY ,"$4,747.63 ",20150113
SANTS78578,010550AJRNU ,$753.79 ,20150107
BATIW79394,07204K8MBQN ,"$2,761.14 ",20150113
WENNJ70199,01075A1KBRN ,$754.92 ,20150115
CASAK35205,01075A1KCEM ,"$2,697.79 ",20150108
MCDOC38750,01075A1KCQI ,"$1,489.27 ",20150110
GEBHC64194,01075A1KDKR ,"$2,568.19 ",20150109
GEBHC64194,01075A1KDMZ ,"$2,505.60 ",20150113
GILB4VA   ,01075A1KDUA ,$592.92 ,20150109
JENKJ87728,01075A1KECU ,"$3,628.75 ",20150108
CASAK35205,01075A1KFBS ,"$1,555.20 ",20150108
REEDJ80243,01075A1KFIZ ,"$2,234.52 ",20150109
KIRCJ45398,01075A1KGFE ,$862.87 ,20150108
HORTT75348,01075A1KGOO ,"$1,490.24 ",20150114
TOWNL79518,01065H2JZMP ,"$2,902.99 ",20150108
FRASM79522,01065H2JZNJ ,$489.90 ,20150110
LISSY79567,01065H2JZYX ,"$3,132.33 ",20150115
WILLS15143,01065H2KABT ,$437.68 ,20150110
SERPC79597,01065H2KAEW ,"$2,427.75 ",20150109
RANIP70676,01065H2KAOZ ,"$1,019.98 ",20150109
SCHNS79675,01065H2KAUD ,$383.24 ,20150109
TIGHJ79254,01065H3JWKU ,$587.87 ,20150109
MORRG86737,01065H3JWVS ,$783.85 ,20150113
GAMBL21313,01065H3JWVV ,"$7,200.94 ",20150110
SINES44066,01065H3JWYR ,"$5,071.29 ",20150108
MISTR75000,01065H3JWZZ ,$146.93 ,20150108
PISAJ86876,01065H3JYWE ,"$2,177.45 ",20150113
WICKP50213,01065H3KAEP ,$555.33 ,20150115
JONEA66934,01065H4JWBP ,$957.14 ,20150108
POMPA79249,01065H4JWIM ,"$3,650.80 ",20150115
POMPA79249,01065H4JWIMA,"$3,270.72 ",20150108
POMPA79249,01065H4JWIMB,"$2,364.72 ",20150115
FOXFR25890,01065H4JWQW ,$854.61 ,20150108
HECHD853Z3,01065H4JXNB ,$558.22 ,20150114
ANSEC79430,01065H4JYMW ,$157.51 ,20150109
PARKK79424,01065H4JYQY ,"$2,046.63 ",20150108
VAUGC70883,01065H4JYVP ,$129.56 ,20150110
JOHNA71530,01065H4JYWO ,"$1,424.79 ",20150110
JOSES23909,01065H4JZBQ ,"$1,415.32 ",20150107
WHITJ46769,01065H4KART ,$861.09 ,20150109
WHITJ46769,01065H4KASA ,$191.62 ,20150107
RODRS66987,01065H5JVUWA,$477.95 ,20150109
STRUJ51959,01065H5JVZX ,$384.48 ,20150110
QUIJG79227,01065H5JWBQ ,$564.85 ,20150111
MILLS78492,01065H5JWHL ,$880.95 ,20150108
WILLP36872,01065H5JWHY ,$117.32 ,20150113
WONGA57573,01065H5JWKK ,$767.57 ,20150108
WOODA18724,01065H5JWNR ,"$1,056.92 ",20150112
MANCJ34938,01065H5JXGL ,"$1,072.83 ",20150109
FARRE31322,01065H5JXVD ,$108.88 ,20150108
JELAC64926,01065H5JYKD ,"$1,698.30 ",20150109
GEROA79456,01065H5JYSX ,$532.15 ,20150108
FUGAM79510,01065H5JZKU ,$217.20 ,20150109
KAURR97362,01065H5JZME ,"$2,031.29 ",20150108
SPANG79523,01065H5JZOE ,"$1,840.11 ",20150110
RZESJ51561,01065H5KAJM ,$107.54 ,20150108
AKBAA74686,01065H5KAUR ,$186.84 ,20150106
HISCH71518,01065W2JVLI ,$448.27 ,20150108
LUMBC63419,010650LKAJO ,"$2,998.08 ",20150110
LUNIK69669,010650LKAOW ,$999.41 ,20150107
MCMIC66775,010650MJXCJ ,$204.12 ,20150110
DANIG79423,010650MJYMF ,$518.29 ,20150114
FISHC79235,010650PJWCX ,$752.45 ,20150106
LOCKS46155,010650PJWYK ,$863.44 ,20150108
WRIGJ67470,010650PJXNX ,$64.45 ,20150106
JOHNJ34714,010650PJXTH ,$558.84 ,20150106
JOHNR27111,010650PJYBH ,"$1,396.43 ",20150110
SHEPJ79501,010650PJZHV ,"$4,060.44 ",20150110
SHEPJ79501,010650PJZHVA,$248.71 ,20150112
PECKR52524,0106509JWBY ,"$2,671.87 ",20150107
KELLC79274,0106509JWUU ,"$1,414.75 ",20150109
DOERP79357,0106509JXSF ,$980.64 ,20150113
MANNT79363,0106509JXWG ,$980.53 ,20150108
FUDLA79440,0106509JYPY ,"$3,401.73 ",20150109
CHENN20591,0106509JYRJ ,$86.35 ,20150106
FUDLA79440,0106509JZBF ,"$1,511.89 ",20150109
TAYLG11435,01075E8KHZX ,"$4,350.87 ",20150110
WARCK239Z0,01075E8KIAY ,"$1,681.99 ",20150109
RODRE31349,01075E9KBDJ ,$293.13 ,20150109
SANCV79737,01075E9KBJG ,$615.25 ,20150107
ATAIJ79742,01075E9KBLM ,"$2,569.02 ",20150114
LIRUI15524,01075E9KBQK ,$644.76 ,20150107
LIRUI15524,01075E9KBQV ,$394.83 ,20150109
ALONC78427,01075E9KDBJ ,$486.80 ,20150110
HALLL79941,01075E9KDBL ,$888.10 ,20150110
GETTE20757,01075E9KDHH ,$705.08 ,20150110
DIMAT91781,01075E9KEBR ,$846.32 ,20150110
CHAUR81443,01075E9KFHH ,"$1,080.70 ",20150110
ROBER80298,01075E9KFPV ,"$1,153.46 ",20150110
AMORF65482,01075E9KGGO ,"$1,489.39 ",20150110
STRUL75976,01075E9KGKT ,$227.36 ,20150108
ROSAJ80440,01075E9KGQN ,"$1,282.93 ",20150110
DELEM62620,01075E9KHGW ,"$2,161.40 ",20150110
MIRIT85431,01075E9KHUG ,"$2,347.53 ",20150108
SUAZW80667,01075E9KHUX ,"$1,256.50 ",20150110
CYTAD79725,01075FVKBFX ,$64.15 ,20150107
ISKOP58392,01075FVKCBY ,$618.46 ,20150107
SLADW64468,01075FVKDQM ,$560.68 ,20150109
EINLG80031,01075FVKDXO ,$855.06 ,20150107
TYSOB80092,01075FVKEHU ,"$1,859.66 ",20150109
SCHWA73018,01075FVKEUX ,$762.38 ,20150110
NIEDA80248,01075FVKFKQ ,$464.38 ,20150109
TOMBC80288,01075FVKFOV ,$267.50 ,20150107
WERRD27414,01075FVKFRQ ,"$3,100.86 ",20150109
HELMA80338,01075FVKFZV ,$154.08 ,20150108
HELMA80338,01075FVKGBJ ,$384.13 ,20150107
MEUCD80390,01075FVKGJL ,"$1,329.23 ",20150108
MEUCD80390,01075FVKGJLA,$81.64 ,20150108
KUBAM80382,01075FVKGOK ,"$1,287.96 ",20150113
GISOR21635,01075FVKGQT ,$465.45 ,20150111
DELLM80600,01075FVKHLL ,$309.23 ,20150108
KENGR73838,01075F2KBCQ ,"$2,669.65 ",20150109
SPARF79774,01075F2KBRB ,"$1,050.69 ",20150110
AYERA76553,01075F2KCNJ ,$558.89 ,20150108
JENKR80022,01075F2KDTBA,"$1,228.20 ",20150113
CHAPC80041,01075F2KDYB ,"$1,453.01 ",20150109
RUFIN69172,01075F2KECY ,$408.77 ,20150108
LAWLI80192,01075F2KFFG ,"$3,325.56 ",20150113
TOBIB80320,01075F2KFYG ,$887.03 ,20150108
FAKIM68172,01075F2KGAX ,$186.25 ,20150108
MARCJ80551,01075F2KHHX ,$485.42 ,20150115
LEVIJ79991,01075F3KDQG ,"$3,284.79 ",20150114
AFONN80008,01075F3KDSI ,"$4,360.73 ",20150109
BARTL79909,01075F3KDUD ,$192.55 ,20150108
FORRJ80095,01075F3KEIQ ,"$2,444.79 ",20150110
HILLB66994,01075F3KFCS ,"$2,265.62 ",20150110
VLACP80214,01075F3KFDO ,$535.00 ,20150109
CZARC80238,01075F3KFHJ ,$722.20 ,20150109
MAKAM83421,01075F3KGJS ,$908.43 ,20150110
GILLW74073,01075F3KGKM ,"$4,353.83 ",20150108
GARCP80625,01075F3KHOQA,"$1,464.78 ",20150108
WASHA79842,01075G1KCEF ,"$1,649.46 ",20150108
BROWS79852,01075G1KCJD ,"$1,774.61 ",20150109
GUADD90438,01075G1KDII ,$698.92 ,20150113
DADYC79971,01075G1KDJY ,"$1,028.81 ",20150109
ROBII84679,01075G5KFSE ,"$3,016.80 ",20150110
ROBII84679,01075G5KFSEA,"$1,053.87 ",20150110
ROBII84679,01075G5KFSQ ,$103.40 ,20150107
LANET49760,01075G5KFXO ,"$1,743.03 ",20150109
BAPTL97226,01075G5KGWI ,$624.94 ,20150110
SLOWG79023,01075G5KHGC ,$565.01 ,20150109
BRISY80594,01075G5KHLW ,$761.04 ,20150108
WILLS79786,01075H1KBTI ,"$1,087.61 ",20150112
PARSJ79799,01075H1KBVG ,$366.91 ,20150109
WILLS79786,01075H1KBVL ,$538.93 ,20150112
RAMSA43131,01075H1KCNW ,$383.24 ,20150114
REYEA79968,01075H1KDFL ,"$1,567.69 ",20150113
OBAYN80178,01075H1KEWV ,"$3,902.03 ",20150109
KHANM94212,01075H1KGVD ,"$1,143.19 ",20150109
ARRIV64404,01075H2KBUF ,"$2,424.65 ",20150109
GARBM30127,01075H2KCBF ,$549.76 ,20150109
REYNM79870,01075H2KCNV ,$653.20 ,20150110
STUAM75308,01075H2KDCN ,$800.23 ,20150109
STUAM75308,01075H2KDCNA,$511.66 ,20150109
GITTV62640,01075H2KDED ,"$1,523.16 ",20150108
GITTV62640,01075H2KDEDA,$65.27 ,20150110
PEREA14873,01075H2KDJI ,"$2,666.19 ",20150110
DOTYK305Z6,01075H2KDTA ,$146.98 ,20150107
KOTSY25333,01075H2KDWP ,$336.42 ,20150110
LOBBJ94734,01075H2KEMZ ,"$1,293.38 ",20150112
PUGHI32428,01075H2KEPW ,$419.06 ,20150115
HOUSB21449,01075K8KBMI ,$473.40 ,20150109
LAWSW79515,01075K8KBMP ,$679.41 ,20150109
LAWSW79515,01075K8KBMPA,$352.87 ,20150113
SEMAL96087,01075K8KBVJ ,"$1,058.94 ",20150109
STREM12938,01075K8KBYY ,"$2,020.73 ",20150113
DIAMV79942,01075K8KDEM ,"$1,647.19 ",20150109
VANOD99342,01075K8KDIH ,"$2,903.29 ",20150109
DESHG70027,01075K8KDIS ,"$2,623.77 ",20150114
HERRD67326,01075K8KDKY ,$414.99 ,20150109
BAYLR80003,01075K8KDPV ,"$1,275.00 ",20150109
SIMOL80004,01075K8KDPX ,"$2,999.75 ",20150109
RICHA51771,01075K8KDRQ ,"$1,376.94 ",20150109
MORGS97245,01075K8KDRU ,$474.30 ,20150109
PAOLM844Z3,01075K8KEEG ,"$1,910.92 ",20150109
PAOLM844Z3,01075K8KEFF ,$211.89 ,20150107
CHILJ27608,01075K8KEIO ,$896.76 ,20150110
PAUGS23411,01075K8KEMM ,$42.45 ,20150107
HENNS30133,01075K8KEMS ,"$3,814.89 ",20150109
OBOYJ86270,01075K8KEQS ,$527.88 ,20150108
BECHA80232,01075K8KFGT ,"$1,044.05 ",20150110
MORRC80343,01075K8KGAN ,"$2,453.69 ",20150110
MORTR80381,01075K8KGEZ ,$519.40 ,20150108
HOGAK80408,01075K8KGLO ,"$2,644.65 ",20150109
WILSA80420,01075K8KGND ,$571.34 ,20150110
SNESM80435,01075K8KGPU ,$901.00 ,20150108
MCCAJ80450,01075K8KGRB ,$15.85 ,20150109
FLOWM80628,01075K8KHPM ,"$2,982.63 ",20150110
MEALJ80668,01075K8KHUP ,$763.20 ,20150108
TONAJ20194,01075K8KHWL ,"$2,139.03 ",20150109
CAMPS80685,01075K8KHXF ,"$1,741.53 ",20150113
STATA52380,01075L2KBLF ,$522.00 ,20150113
GAMBR79788,01075L2KBTY ,$751.49 ,20150108
BYRDD26618,01075L2KBUR ,"$1,788.17 ",20150110
CARDP69853,01075L2KDQC ,"$2,436.94 ",20150108
CRANK80038,01075L2KDWV ,"$3,094.09 ",20150108
HUSAA80149,01075L2KERA ,"$4,979.88 ",20150108
WIZOM95867,01075L2KESN ,$590.90 ,20150110
NAIDF97406,01075L2KEWY ,"$2,862.00 ",20150108
TAGUV80186,01075L2KFBG ,"$2,385.00 ",20150113
CARPJ80253,01075L2KFKW ,"$2,129.95 ",20150110
ALTMJ80307,01075L2KFSW ,"$4,238.94 ",20150109
ZDANR11507,01075L2KHFL ,$121.90 ,20150108
KOCHL75206,01075L2KHQO ,"$2,595.94 ",20150109
GROSL98790,01075L2KICG ,"$1,005.89 ",20150109
SMITO80245,01075C6KFIY ,"$2,079.00 ",20150109
VELAT80272,01075C6KFMT ,$542.33 ,20150108
VELAT80272,01075C6KFMTA,$675.32 ,20150109
OLIVM80387,01075C6KGHJ ,"$1,594.08 ",20150108
MOLIT82253,01075C6KGOB ,"$2,642.58 ",20150109
PISAD71123,01075C6KGQE ,"$2,603.39 ",20150113
PISAD71123,01075C6KGXE ,$425.39 ,20150108
PARLE49967,01075C6KICF ,$950.72 ,20150110
DURAL76647,01075C7KBGT ,$170.16 ,20150107
BRADJ53413,01075C7KBXZ ,"$2,986.25 ",20150109
PILLG79827,01075C7KCBX ,$980.55 ,20150109
MCINW80231,01075C7KFHS ,$924.50 ,20150108
MANCN85003,01075C7KFJR ,$769.92 ,20150108
STEPC79935,01075C7KFPW ,"$6,135.23 ",20150109
RANIB50256,01075D2KDLL ,$269.95 ,20150110
USULA80002,01075D2KDPU ,"$2,435.00 ",20150109
RENDE62178,01075D2KDTK ,$857.54 ,20150108
PAPPM19667,01075D2KEFZ ,$978.51 ,20150110
TABRS80104,01075D2KEKS ,"$1,374.95 ",20150108
VALEJ69873,01075D2KEOM ,"$1,349.00 ",20150109
MAGUM80158,01075D2KESM ,"$1,039.00 ",20150113
SOBOR80177,01075H2KEWD ,"$2,500.00 ",20150109
GRANP12717,01075I2KBKE ,"$2,008.93 ",20150109
MOTTE17986,01075I2KBNI ,$845.27 ,20150110
TYNDN91949,01075I2KCEJ ,"$3,918.06 ",20150110
GERMP94681,01075I2KCYU ,"$1,012.43 ",20150109
GAITS63264,01075I2KDZC ,"$1,319.64 ",20150110
LOSCL80113,01075I2KEMH ,$638.27 ,20150110
SCULB80249,01075I2KFJX ,$214.70 ,20150110
SAMPA30813,01075I2KFWI ,"$1,039.26 ",20150110
DUAHF80477,01075I2KGXH ,"$1,610.61 ",20150110
SHAFA80609,01075I2KHNQ ,$587.87 ,20150110
PONIA80699,01075I2KHZB ,"$1,335.75 ",20150108
TANNC79743,01075I3KBKH ,$191.18 ,20150108
GUARR79850,01075I3KCIF ,"$1,628.23 ",20150108
PERRE55813,01075I3KCSU ,"$1,188.36 ",20150112
GUMID96136,01075I3KCYS ,$220.51 ,20150113
GUMID96136,01075I3KCZD ,$70.61 ,20150113
HALED73204,01075I3KDEJ ,"$2,250.71 ",20150113
DUFFD79967,01075I3KDFQ ,$103.14 ,20150109
ARNOS79981,01075I3KDKN ,"$1,145.40 ",20150109
RAVIM41743,01075I3KDTX ,"$13,549.77 ",20150109
SVENL42817,01075I3KDUP ,"$1,747.72 ",20150108
RAVIM41743,01075I3KDVB ,"$1,531.82 ",20150109
LYNCD80309,01075I3KFSU ,$286.77 ,20150113
YU99Y98726,01075I3KFXL ,$180.05 ,20150113
FORGS45445,01075I3KGGB ,$330.22 ,20150108
VEINP80453,01075I3KGUJ ,$254.13 ,20150108
SPECM11331,01075I3KHBK ,$650.66 ,20150108
NOUIS80595,01075I3KHKU ,$573.54 ,20150108
AHRC1169Z7,01075I4KBIV ,$205.58 ,20150108
BENOT91933,01075I4KCBJ ,$925.43 ,20150110
BAKET90297,01075I4KCUP ,"$1,088.37 ",20150109
COHED81923,01075I4KCZQ ,"$1,213.34 ",20150115
ALBAA79940,01075I4KCZZ ,"$3,857.27 ",20150109
MARIS45899,01075I4KFHW ,$945.04 ,20150109
ROSED80358,01075I4KGCG ,"$1,931.50 ",20150109
VELEM80397,01075I4KGIZ ,"$2,889.21 ",20150109
VELEM80397,01075I4KGJM ,$418.15 ,20150108
OFORD61610,01075I4KGKU ,$153.16 ,20150107
VELEB73609,01075I6KBDC ,"$1,397.96 ",20150110
NALBG79776,01075I6KBRW ,$558.05 ,20150109
TORRA79808,01075I6KBWR ,$706.54 ,20150108
DUFFL74147,01075A1KHBT ,"$1,760.35 ",20150115
ROLLA52919,01075A1KHZS ,"$2,222.59 ",20150110
SORRL79781,01075CVKBTA ,$444.65 ,20150107
MOBLR59382,01075CVKCEE ,$53.18 ,20150107
FERDD11024,01075CVKDEI ,$488.15 ,20150107
SABOA25630,01075C6KBDK ,"$1,419.61 ",20150109
TATAH79795,01075C6KBVF ,$563.66 ,20150109
HODOJ651Z6,01075C6KDPZ ,"$3,747.72 ",20150109
OBMAB32433,01075C6KEXP ,$201.00 ,20150109
CUNNM80230,01075C6KFHO ,"$1,572.92 ",20150108
RACCV     ,01075CVKDPY ,$895.00 ,20150110
KORNK80100,01075CVKEIT ,$446.56 ,20150107
MATTJ88002,01075CVKFAH ,$702.92 ,20150107
MATTJ80226,01075CVKFFR ,$105.29 ,20150107
RACCV     ,01075CVKGBQ ,"$1,245.00 ",20150107
DANGC80539,01075CVKHFQ ,"$1,298.48 ",20150110
KAPIM80544,01075CVKHFT ,$700.00 ,20150110
JOHNM80541,01075CVKHHQ ,"$1,938.97 ",20150108
POTEJ56758,01075CVKHLX ,"$1,041.17 ",20150108
LISMI71073,01075C1KBOY ,"$2,589.57 ",20150109
MONTB80043,01075EVKDWZ ,$367.39 ,20150111
ARROR16872,01075EVKENV ,"$1,566.71 ",20150110
ALVAM73469,01075EVKHIV ,$385.48 ,20150113
PRESR79815,01075E1KBXR ,"$5,219.35 ",20150113
LOPEM67395,01075E1KCFU ,$160.50 ,20150109
SMITW79946,01075E1KDCJ ,$640.93 ,20150108
CARTM80056,01075E1KEDR ,"$1,320.27 ",20150114
PARAF80203,01075E1KFCV ,$854.88 ,20150108
WELSA78653,01075E1KFWG ,"$1,577.07 ",20150109
MOSSJ37332,01075E1KHGD ,"$2,471.65 ",20150115
KATZL76157,01075E1KHNU ,"$1,050.64 ",20150110
WALKB80657,01075E1KHTS ,"$1,184.95 ",20150110
WALKB80657,01075E1KHUY ,$747.88 ,20150108
THAKA80665,01075E1KHVU ,"$3,623.02 ",20150110
URREM80712,01075E1KIBH ,"$1,257.45 ",20150115
SCHMG79803,01075E2KBWH ,"$1,603.93 ",20150108
MCNAR63250,01075E2KCKP ,"$5,009.69 ",20150112
ROCKR94513,01075E2KCMA ,$605.29 ,20150108
ROCKR94513,01075E2KCMAA,$142.59 ,20150109
FELDM80026,01075E2KDUK ,$535.00 ,20150110
MANAE80034,01075E2KDXP ,"$1,091.77 ",20150113
LANGP82101,01075E2KECV ,"$2,885.74 ",20150108
STEVJ80160,01075E2KESV ,$447.26 ,20150110
WOODC82602,01075E2KETY ,"$6,724.44 ",20150113
WHITL80213,01075E2KFEJ ,"$2,834.16 ",20150108
HIETA72505,01075E2KFKH ,"$1,166.30 ",20150115
LEWIJ80389,01075E2KGIC ,$747.88 ,20150109
BARRM77225,01075E2KGXL ,"$1,129.92 ",20150110
SHARP80495,01075E2KHAB ,$948.02 ,20150110
JONED80607,01075E2KHNV ,$643.55 ,20150110
ROCKS19095,01075E2KHQB ,"$1,005.75 ",20150113
PALOL79794,01075E3KBUV ,$604.44 ,20150109
VALVA79819,01075E3KBYP ,"$2,010.48 ",20150108
SHAFD71739,01075E3KCTZ ,"$1,294.65 ",20150109
LIPAJ79930,01075E3KDAD ,"$2,611.82 ",20150113
LIPAJ79930,01075E3KDAU ,$314.58 ,20150113
WADDL79956,01075E3KDEL ,"$2,658.95 ",20150109
DELEA34718,01075E7KHSC ,"$1,800.65 ",20150112
GRANT80677,01075E7KHVG ,$673.03 ,20150110
GABIN79810,01075E8KBXN ,"$1,915.30 ",20150110
COLLB66808,01075E8KBXX ,"$3,177.63 ",20150110
TRIMG79867,01075E8KCKT ,$336.96 ,20150109
MELAI38463,01075E8KCMO ,$801.43 ,20150109
KAPLS73999,01075E8KDBC ,"$5,055.70 ",20150113
CICEP79974,01075E8KDJM ,"$2,309.01 ",20150109
DIPIA50919,01075E8KDMI ,"$2,138.93 ",20150108
LEVIH80024,01075E8KDUB ,$557.42 ,20150109
CLANT80069,01075E8KEFH ,$765.00 ,20150110
WELCJ69868,01075E8KEGF ,"$3,316.36 ",20150113
SHORH55013,01075E8KEJP ,$517.88 ,20150109
GREIB80106,01075E8KELB ,$726.53 ,20150114
RODRA80139,01075E8KEQE ,"$3,762.07 ",20150109
MURPJ68564,01075E8KFPY ,"$2,498.45 ",20150109
SCHUB80371,01075E8KGCX ,"$2,481.28 ",20150108
HALLD46790,01075E8KGLN ,$553.19 ,20150110
EDISS99468,01075E8KGNA ,"$1,930.23 ",20150109
KHAMN10194,01075E8KGNJ ,"$2,053.28 ",20150108
COLOE80444,01075E8KGQJ ,"$1,679.85 ",20150109
FLORN90832,01075E8KHET ,$559.76 ,20150113
WELCJ69868,01075E8KHFP ,$720.25 ,20150113
NAQVN80571,01075E8KHIE ,$379.85 ,20150111
RODRJ33453,01075E8KHVE ,"$1,609.23 ",20150110
LAWST23197,01075H2KEYK ,"$1,045.20 ",20150107
GRUPG85041,01075H2KFDH ,"$2,127.36 ",20150115
ALAMM80257,01075H2KFKL ,"$3,092.00 ",20150109
VERER33783,01075H2KFOG ,"$1,240.09 ",20150108
FREDD80378,01075H2KGEL ,$841.55 ,20150110
PAYNM80383,01075H2KGFU ,"$1,397.79 ",20150110
JEANM93590,01075H2KGRM ,"$1,163.87 ",20150115
EDWAD80474,01075H2KHAD ,"$1,370.68 ",20150108
FELID80508,01075H2KHCB ,$597.72 ,20150115
GULMC79127,01075H2KHTU ,"$1,053.91 ",20150111
LEEDJ80708,01075H2KIBL ,"$2,007.60 ",20150110
ROACL76959,01075L3KAZD ,"$1,231.09 ",20150109
HOODS79720,01075L3KBBQ ,$355.32 ,20150109
GREEN74969,01075L3KBMU ,$474.12 ,20150109
GRETL79770,01075L3KBQM ,"$1,680.43 ",20150109
PETEL42205,01075L3KCFT ,"$1,321.92 ",20150108
STEFM79851,01075L3KCII ,$257.04 ,20150109
STONS79497,01075L3KCKD ,"$1,425.55 ",20150109
FURMJ68691,01075L3KHCH ,"$1,231.33 ",20150113
GRAHM45665,01075L3KHDB ,$194.40 ,20150107
MILLK79882,01075L4KCQE ,$421.30 ,20150109
HOOVM79897,01075L4KCRC ,$331.25 ,20150109
MITCM79973,01075L4KDIG ,"$2,761.30 ",20150113
ALAIG36631,01075L4KDWR ,"$3,792.50 ",20150109
ALAIG36631,01075L4KDWRA,$104.06 ,20150115
ALAIG36631,01075L4KDWRB,$114.48 ,20150115
CURAJ90073,01075L4KEOO ,$806.55 ,20150109
KINCP80166,01075L4KETJ ,$740.94 ,20150108
ROBIK75232,01075L4KFER ,"$2,247.15 ",20150108
LAWSJ80333,01075L4KFWS ,"$1,027.09 ",20150109
TRONR49018,01075L4KFWW ,"$9,370.29 ",20150112
NOLLL80346,01075L4KFZT ,"$1,309.05 ",20150109
LEARL22562,01075L4KGFA ,"$1,811.54 ",20150109
SMITK41270,01075L4KGFY ,"$1,005.89 ",20150108
SMITK41270,01075L4KGGF ,"$4,057.63 ",20150109
MAGAJ46877,01075L4KGNR ,$563.34 ,20150110
FILLA80441,01075L4KGQA ,$344.50 ,20150109
OWENS80458,01075L4KGXU ,"$2,799.41 ",20150109
OWENS80458,01075L4KGXUA,"$4,191.18 ",20150115
ROBES80494,01075L4KGZM ,$783.34 ,20150109
YOUSK80520,01075L4KHCY ,$565.99 ,20150109
SIKOA80584,01075L4KHKV ,$899.89 ,20150108
UNDEJ98467,01075L4KHOG ,$661.44 ,20150108
BILLE80717,01075L4KIBU ,"$1,323.94 ",20150108
TYSOM64261,01075MVKCGF ,$85.03 ,20150110
SAMGM75036,01065L1JYQK ,$151.02 ,20150106
HULLW97814,01065L1JZTG ,$363.00 ,20150108
KROMA99241,01065L1JZTV ,"$2,388.25 ",20150110
KROMA99241,01065L1JZTVB,$784.28 ,20150115
PYLEM79615,01065L1KAKC ,$740.94 ,20150109
ARASJ37043,01065L2JXTJ ,$37.10 ,20150106
HARMM95281,01065L2JXXD ,"$2,259.87 ",20150108
SZEWE75360,01065L2JYMT ,"$4,128.65 ",20150114
KARWP60735,01065L2JYXV ,"$2,566.88 ",20150115
MAASM79486,01065L2JZDP ,$740.94 ,20150110
PELLP93471,01065L2JZXS ,"$2,203.63 ",20150107
TAMEM82494,01065L3JWPN ,"$2,154.55 ",20150108
BARCN79298,01065L3JXBA ,$706.32 ,20150108
KEITA11870,01065L3JXQM ,$756.00 ,20150110
HODGT45580,01065L3JXRD ,"$3,371.60 ",20150108
RONCT63951,01065L3JZIV ,$172.80 ,20150107
GELFS74841,01065L3KALX ,"$2,072.41 ",20150107
SCHMT14008,01065L4JXMR ,$199.77 ,20150110
MONAA91714,01065MVJVZN ,$95.66 ,20150110
GIROU44758,01065MVJYXR ,$280.23 ,20150110
BELLS79450,01065MVJYZV ,$834.85 ,20150106
CARVA33168,01065MVKAFW ,$850.75 ,20150113
HYMAB79614,01065MVKAKT ,$520.05 ,20150114
HYMAB79614,01065MVKAKTA,$837.98 ,20150114
WAGNJ97253,01065T1KAGX ,"$4,848.98 ",20150109
CASTM60332,01065T2JWWI ,"$2,412.62 ",20150109
MENAD79291,01065T2JWZR ,$634.97 ,20150109
DWYED79416,01065T2JYNB ,"$5,399.84 ",20150108
FREIJ79493,01065T2JZFW ,$78.03 ,20150107
NAFZS79536,01065T2JZRH ,$551.80 ,20150109
KAMIA49415,01065T2KAHT ,"$1,418.55 ",20150110
KINGH85543,01065T2KANL ,$249.21 ,20150109
JACOE79659,01065T2KAQJ ,"$1,739.48 ",20150107
DESIG52909,01065T2KATJ ,"$1,853.00 ",20150115
HEISA79697,01065T2KAWB ,"$1,246.57 ",20150113
KAPLJ57346,01075N4KIAD ,$21.47 ,20150108
WIDDL13490,01075P3KBYJ ,"$1,934.39 ",20150109
FERRD79841,01075P3KCDO ,$422.94 ,20150109
COMMC36830,01075P3KCOS ,"$1,054.90 ",20150109
SAUNR79915,01075P3KCVQ ,$876.57 ,20150113
WARDA79922,01075P3KDAV ,"$2,647.88 ",20150109
WIGGK65506,01075P3KDNC ,$134.62 ,20150109
DELTB80001,01075P3KDQY ,"$3,600.77 ",20150110
BURNJ43855,01075P3KDUU ,"$2,231.25 ",20150109
TOWNR58965,01075P3KDYX ,$83.74 ,20150107
SIDLL76616,01075P3KEYT ,$878.69 ,20150110
WOLLD80448,01075P3KGUO ,"$2,876.63 ",20150110
GUARR21499,01075P3KHBH ,$690.06 ,20150109
WATTM80627,01075P3KHQM ,"$5,277.79 ",20150110
STANW32073,01075P3KHRD ,"$1,492.48 ",20150109
KNAPJ63936,01075P3KHTE ,"$2,972.13 ",20150113
DABRT79823,01075P4KBZS ,"$1,325.68 ",20150108
VANHT79871,01075P4KCMK ,"$2,072.38 ",20150110
DUNAD78241,01075P4KCWM ,"$2,001.97 ",20150109
MARMA79921,01075P4KCWS ,"$1,844.63 ",20150115
MENEB74772,01075P4KCYN ,"$1,287.00 ",20150109
TORRC79972,01075P4KDHX ,$326.24 ,20150108
