CustomerID,TransactionDate,StoreID,Sales
YOUNR85040,20150321,W2  ,$985.13 
WOODB94876,20150304,W2  ,$440.89 
WILSE32472,20150314,W2  ,$486.80 
WEAV6KN   ,20150120,RV  ,$106.92 
VANEJ62508,20150130,R2  ,"$4,668.67 "
VENGR38005,20150131,L1  ,"$1,231.72 "
WAGNR43693,20150123,L2  ,"$1,168.12 "
WAGNR43693,20150203,L2  ,$210.94 
VONGK93774,20150121,L3  ,"$2,375.89 "
WILSS12370,20150123,N1  ,"$1,444.45 "
WILLS55753,20150122,N1  ,$492.09 
WILSL27155,20151231,RO  ,$315.90 
WIMSK35485,20151022,RO  ,"$1,238.08 "
VAZQD35552,20151021,RO  ,"$1,164.89 "
ZIMMJ38975,20151026,P6  ,"$3,581.69 "
VAUGW88029,20150120,0C  ,$67.53 
WERYM94090,20150122,K9  ,"$3,418.45 "
WOLVA62596,20150121,N3  ,$146.90 
WHITM65294,20150319,N5  ,$234.93 
WILDM10519,20150306,3,"$1,462.32 "
VONHL54160,20150306,3,"$3,319.87 "
WRATJ36414,20150306,7,"$2,992.80 "
VANSR56351,20150826,E6  ,"$1,777.22 "
ZETAG56619,20150828,E6  ,"$1,233.66 "
ZAGHG55964,20150903,E6  ,"$3,709.58 "
WOSEU54530,20150822,H2  ,$566.10 
ZAKAN56578,20151020,H2  ,$630.65 
ZAKAN56578,20151020,H2  ,"$1,219.35 "
ZAHIS22262,20150821,H2  ,$303.76 
WHITT65042,20150829,H2  ,"$2,494.27 "
WHITT65042,20150917,H2  ,$244.88 
WHITT65042,20150821,H2  ,$272.19 
WEEDM71789,20150825,K4  ,"$3,328.35 "
WISEK56864,20150823,K4  ,"$1,216.88 "
WENEC49986,20151111,2,"$3,918.24 "
WENEC49986,20151102,2,$592.92 
WOOLR39555,20150903,N3  ,"$1,893.74 "
ZAKNP56733,20150825,N3  ,"$2,095.01 "
VEREN56972,20150825,N3  ,"$1,858.54 "
WESTA56313,20150825,P3  ,"$3,958.95 "
ZAREB56894,20150916,P3  ,$529.95 
WELLD44074,20150821,P4  ,$207.79 
VOLKD56510,20150825,P4  ,"$3,354.40 "
YATSJ58200,20150825,P5  ,"$2,092.39 "
WILSF56537,20150822,P5  ,"$2,648.94 "
VEGAJ56697,20150829,P5  ,$832.63 
WASSC65992,20150827,P5  ,"$1,142.68 "
VOGLC56200,20150825,R3  ,$753.84 
VANRJ90733,20150825,R4  ,"$2,261.57 "
YERKD56116,20150825,R4  ,"$2,667.49 "
WHITP53839,20150306,C3  ,$560.94 
WHITP53839,20150306,C3  ,$76.57 
ZIONB24033,20150319,E4  ,$335.80 
ZIONB24033,20150319,E4  ,$335.80 
WATSF53748,20150310,E4  ,$940.02 
VADOD54033,20150307,E4  ,"$1,830.61 "
YEFFC53203,20150305,E5  ,$760.98 
WEINW53180,20150306,E6  ,"$1,347.08 "
VASQC53214,20150309,E6  ,$577.80 
WOODJ53226,20150306,E6  ,"$1,326.75 "
WRIGB53345,20150311,E6  ,$706.20 
WOZNM53432,20150307,E6  ,"$2,011.55 "
VORIC41253,20150312,H8  ,"$4,052.74 "
WATSD78516,20150311,H9  ,"$1,072.36 "
WATSD78516,20150306,H9  ,$195.87 
WEBEH89348,20150306,I9  ,$558.28 
WEISR53479,20150312,I9  ,"$1,748.70 "
WUJES53909,20150306,J1  ,$803.66 
WASIM58551,20150310,J1  ,$157.14 
ZOELH54317,20150306,J1  ,"$6,407.39 "
WEATD44402,20150505,J2  ,"$4,092.86 "
WILSF52740,20150305,J2  ,$705.73 
WARRN53962,20150307,L2  ,"$4,370.33 "
VELEA92702,20150306,N2  ,$473.48 
WALLJ53593,20150311,L3  ,"$1,225.75 "
WALLR38621,20150407,L3  ,"$1,353.19 "
VANSH53949,20150311,N1  ,$619.53 
VANSH53949,20150311,N1  ,$131.61 
WELSD53212,20150306,N5  ,$337.05 
WHITD51528,20150327,R2  ,"$7,592.71 "
WILLD54253,20150305,R2  ,"$1,159.92 "
VAZQJ96287,20150310,C6  ,$810.39 
ZADRS54578,20150312,C6  ,"$1,949.34 "
VIZHC69015,20150828,W2  ,$531.70 
ZUINJ26315,20150827,W2  ,"$3,002.98 "
WHITM95072,20150825,W2  ,$372.36 
WACKJ90534,20150123,W2  ,$495.41 
WOJCJ93513,20150128,W2  ,$758.58 
WYATM35236,20150306,K9  ,$122.91 
VANWJ81159,20150319,0A  ,$806.72 
WILCD56232,20150825,9,"$1,138.44 "
YOUNS56141,20150826,9,"$6,931.33 "
YOUNS56141,20150821,9,$17.83 
YOUNS56141,20150828,9,"$1,230.12 "
VANML60078,20151107,L2  ,"$2,517.50 "
WEILP47743,20150307,CV  ,$515.80 
WALLY55206,20150306,CV  ,$574.29 
WILLB54754,20150310,C1  ,"$3,957.23 "
WANGJ96138,20150129,F3  ,"$2,505.83 "
WETTC22689,20150127,F3  ,"$1,552.69 "
WARRB29811,20150124,G1  ,$0.00 
WINFT95671,20150131,G2  ,"$1,869.81 "
WINFT95671,20150207,G2  ,$402.36 
WHITR95927,20150124,G2  ,$21.78 
VARGM29352,20150130,G3  ,$986.41 
VELEM95902,20150130,G3  ,$539.91 
VASQJ96020,20150210,G3  ,"$2,467.11 "
VITEP96120,20150131,G3  ,$757.72 
WINGB56606,20150204,I8  ,"$4,862.87 "
WALLK94439,20150127,N4  ,$855.89 
WRIGR96225,20150128,N4  ,"$2,133.16 "
YOUNW96255,20150128,N4  ,"$2,592.57 "
WILML95710,20150128,P1  ,$559.10 
VATHM96197,20150129,P1  ,"$4,334.23 "
WHITJ48685,20150127,N3  ,"$2,124.27 "
WENNE96010,20150131,N3  ,"$1,553.59 "
VLASV35590,20150127,N3  ,$128.40 
ZELIC57416,20150313,E5  ,$630.33 
WARSS48075,20150330,F3  ,$512.53 
ZEIGM94272,20150310,G2  ,$777.31 
WILLJ35818,20150316,G2  ,"$1,630.84 "
WINKH56483,20150314,I3  ,$362.81 
WEGLJ40397,20150224,P3  ,"$4,594.57 "
ZELEJ50996,20150123,P6  ,"$1,222.13 "
WILLA88458,20150123,P6  ,$524.70 
ZAKSH54157,20150311,0J  ,"$2,315.29 "
ZAKSH54157,20150311,0J  ,"$2,996.01 "
WYNEH54254,20150306,0J  ,"$1,196.20 "
WAKEB54000,20150307,2,"$1,802.49 "
WENTT54050,20150306,2,$324.54 
VIGLC52114,20150307,2,"$2,244.24 "
YOUML57033,20150825,G5  ,$163.23 
YOUNK91127,20150410,8,"$2,330.59 "
VENTN34346,20150224,G3  ,"$1,142.10 "
VILCI34874,20150219,G3  ,"$2,383.11 "
VALLM35273,20150219,G3  ,$350.58 
WOROL33211,20150220,G4  ,"$1,467.53 "
WESTE26972,20150221,G4  ,"$3,053.94 "
WATKK35074,20150401,G5  ,"$3,666.86 "
VELON67956,20150216,HV  ,$870.10 
VARGK33268,20150224,H4  ,"$3,466.12 "
VARGK33268,20150216,H4  ,$166.60 
WILLL67078,20150313,H4  ,"$1,415.38 "
WOODD71212,20150409,R4  ,"$1,078.92 "
WERNJ67614,20150410,R4  ,"$1,625.40 "
VARUS39971,20150408,T1  ,"$1,109.70 "
VARUS39971,20150404,T1  ,$54.05 
VELAK91583,20150414,T1  ,"$2,750.59 "
WRIGA91071,20150408,T2  ,$982.48 
WALSJ57390,20150409,W2  ,$857.49 
VALER36441,20150604,W2  ,$466.90 
VELAB74247,20150409,W2  ,$341.50 
WILLA93955,20150408,W2  ,$551.73 
WILLD68399,20150409,W2  ,$281.66 
WILLR91343,20150411,3,$43.39 
VONAJ32465,20150221,I3  ,"$4,318.88 "
WONGG34211,20150219,I7  ,"$3,043.06 "
VEGEP33470,20150222,K3  ,$210.94 
WOOSJ43982,20150226,K3  ,"$2,040.29 "
WESTD34238,20150220,K9  ,$947.64 
YUTZH34725,20150228,K9  ,$583.00 
WALLC95479,20150218,K9  ,"$1,561.38 "
YARRM64887,20150219,LV  ,"$1,437.11 "
WYMAC32292,20150216,LV  ,$356.24 
ZELMK16489,20150220,LV  ,$798.39 
VEIGA34696,20150219,LV  ,$362.75 
VEIGA34696,20150219,LV  ,$152.02 
WILDF90650,20150404,0H  ,$130.45 
WARTK43589,20150404,0H  ,$41.84 
WILDF90650,20150410,0H  ,"$1,239.70 "
VANED89477,20150408,0H  ,"$1,340.89 "
WILLK90657,20150407,0P  ,$252.03 
VERDD13851,20150407,0T  ,"$3,950.83 "
VILLD53375,20150216,K9  ,"$1,464.91 "
VILLJ29614,20150219,L1  ,$680.47 
VENUJ13794,20150402,9,$961.15 
VENUJ13794,20150402,9,$291.60 
WAYEL87234,20150409,9,$899.89 
WRIGA87317,20150408,9,"$3,838.32 "
WATKA27995,20150214,L4  ,$92.22 
WALSB28514,20150217,M3  ,"$1,965.57 "
WOODS29141,20150217,M3  ,"$1,730.81 "
WALLR27387,20150216,M4  ,"$1,062.45 "
YOCKN11374,20150218,M4  ,"$1,499.87 "
WELLL87213,20151023,I4  ,"$2,021.05 "
YOUNK28763,20150217,I8  ,"$2,022.84 "
VALDR11630,20150219,I8  ,"$3,673.44 "
VAILP27329,20150216,I9  ,$852.60 
ZIMMM26549,20150307,I9  ,"$2,596.08 "
ZARER21728,20150307,M6  ,"$2,203.31 "
WIRTC64409,20151026,I3  ,"$1,381.58 "
VITHS28178,20150216,N5  ,"$4,620.59 "
VITHS28178,20150218,N5  ,$120.53 
VOSBD27352,20150216,R2  ,$482.62 
VOUVL79494,20150310,P6  ,"$1,652.62 "
WINKC85698,20150408,I1  ,"$1,207.91 "
WILTH88453,20150420,I1  ,"$2,563.41 "
WILTH88453,20150504,I1  ,$804.53 
VACCA86061,20150404,CV  ,$425.40 
VALEA88254,20150402,CV  ,$229.72 
WILLJ19869,20150403,D1  ,$399.90 
WEISS88576,20150403,E4  ,$195.08 
WATEC62136,20150409,E5  ,"$1,753.68 "
VARGM56586,20150407,G2  ,$625.98 
WATKC74976,20150402,G2  ,$20.69 
VALEI88427,20150404,G2  ,"$1,498.07 "
VERNL45385,20150407,G2  ,"$1,385.92 "
WALSD70592,20150406,I9  ,$922.23 
VOLTV20138,20150406,I9  ,$706.01 
WIKIM29907,20150221,N3  ,$866.70 
WILLJ30078,20150218,N3  ,"$4,934.79 "
WALLJ46564,20150218,SV  ,"$1,955.88 "
WALLJ46564,20150218,SV  ,$233.28 
WHITJ29719,20150218,T1  ,"$1,497.48 "
WANDS30197,20150415,T1  ,"$2,027.29 "
WALLD13672,20150228,T1  ,"$3,313.29 "
ZUMPS30216,20150228,T2  ,"$3,324.33 "
ZOLLS31100,20150228,N5  ,"$2,050.07 "
WEBE11L   ,20150215,PV  ,$647.67 
WEATM76817,20150228,PV  ,"$1,268.95 "
ZELI121   ,20150306,P1  ,"$1,458.56 "
VERRA30019,20150303,P1  ,"$2,258.65 "
VANDL29821,20150411,0P  ,"$1,058.77 "
VANDL29821,20150411,0P  ,"$1,670.55 "
YAHN19C   ,20150217,0P  ,$804.10 
WAKEM31048,20150217,0P  ,$667.84 
WAKEM31048,20150221,0P  ,$191.08 
WOJNT29761,20150221,0T  ,"$1,485.58 "
WHITD29790,20150220,0T  ,"$3,191.80 "
WILSW77962,20150215,0T  ,$50.68 
WILSW77962,20150217,0T  ,"$1,052.81 "
ZEGAF30519,20150217,0T  ,"$5,913.13 "
ZEGAF30519,20150224,0T  ,$188.94 
WORTC30166,20150218,N1  ,$192.60 
VERDS17656,20150328,N1  ,"$1,511.86 "
VERDS17656,20150328,N1  ,$887.03 
WEBSJ31050,20150310,N1  ,"$3,500.29 "
WEICA85569,20150217,N1  ,"$1,362.06 "
WOYCJ31034,20150221,N1  ,"$5,039.65 "
WELSE79387,20150220,N1  ,$547.31 
WALLG29481,20150219,N2  ,"$1,513.94 "
WALLG29481,20150328,N2  ,"$1,360.00 "
WARRM89714,20150409,C9  ,"$1,207.02 "
XUIRI92397,20150430,D1  ,$649.00 
WANGG98923,20150409,D1  ,"$1,920.00 "
WANGG98923,20150409,D1  ,"$4,656.45 "
XUIRI92397,20150407,D1  ,$277.50 
WANGG98923,20150403,D1  ,$41.97 
VIVEV89400,20150408,C4  ,"$3,634.99 "
VIVEV89400,20150408,C4  ,"$3,269.20 "
WESTG89147,20150406,F3  ,"$1,915.25 "
ZIAKH86527,20150406,G2  ,"$2,056.59 "
WILLM89367,20150417,G2  ,"$4,037.72 "
WILLA87613,20150403,K4  ,$100.70 
WILSG16894,20150407,K5  ,$317.95 
WHYTP89228,20150407,K5  ,$717.12 
WOISK64253,20150831,H8  ,$694.11 
WOISK64253,20150831,H8  ,$59.74 
WOOLD30978,20150403,PV  ,$302.75 
WATEJ89666,20150404,PV  ,$637.94 
WRIGC58118,20150407,P5  ,"$1,408.69 "
WADEJ89485,20150404,P5  ,"$2,011.88 "
WILSB69609,20150522,C7  ,"$4,681.47 "
ZELLM89469,20150416,C7  ,"$2,863.95 "
WAHLW89313,20150425,C9  ,"$2,278.02 "
WEINJ89355,20150409,C9  ,$200.34 
WILLM16727,20150403,KV  ,$325.42 
YOKLS89606,20150406,KV  ,$180.20 
WILSN64191,20150903,8,"$2,573.65 "
WALTJ64035,20150902,9,$329.38 
ZAMAJ38602,20150411,C3  ,$549.24 
WANGS68587,20150417,C5  ,$950.77 
WILLG40233,20150408,C5  ,"$2,322.68 "
WALTS91034,20150408,C5  ,"$3,493.54 "
WESTK90315,20150408,C6  ,"$3,246.81 "
VIGLM90582,20150408,C6  ,"$3,332.96 "
WOLFT91076,20150406,C8  ,"$1,646.24 "
WATSC64006,20150406,C8  ,$108.48 
WATSC64006,20150406,C8  ,$127.57 
VITKM45103,20150307,C5  ,"$3,183.00 "
VALLJ33009,20150218,C5  ,$637.04 
WALLS33619,20150220,C5  ,"$3,700.93 "
WILLS88741,20150304,C5  ,"$1,153.00 "
VANAJ31540,20150418,D2  ,$978.95 
WHYTC25725,20150406,EV  ,$607.98 
WHYTC25725,20150404,EV  ,$399.91 
VACCL47679,20150221,E5  ,$693.36 
ZIEFS49566,20150331,E5  ,"$1,187.59 "
WEIBD34137,20150224,E5  ,"$2,207.41 "
WARBJ84547,20150520,E5  ,"$2,221.81 "
VANBA34445,20150218,E5  ,"$1,400.47 "
ZDANG84580,20150228,E5  ,"$4,706.40 "
VIECE35218,20150217,E5  ,"$1,769.73 "
ZWAAD33504,20150218,N3  ,"$1,753.73 "
YEAGG22620,20150217,N3  ,"$1,282.88 "
WALKI83858,20150219,N5  ,"$1,591.09 "
WARNM46011,20150217,P2  ,"$1,615.44 "
ZOELJ79132,20150220,P2  ,$316.94 
WOLSL32790,20150218,P3  ,$486.01 
VASQM34275,20150224,P3  ,"$2,133.78 "
VERGV33578,20150220,P4  ,$747.93 
VELGR58876,20150220,P6  ,"$19,884.65 "
VELGR58876,20150303,P6  ,"$1,404.50 "
WILLM35229,20150220,P6  ,"$1,162.82 "
WENTD43172,20150219,W2  ,$619.53 
WALTC388Z5,20150218,W2  ,$525.69 
WESSS97825,20150221,W2  ,$849.74 
WOZLT32881,20150219,C8  ,$637.04 
VENAJ32999,20150218,C8  ,$405.73 
VELEM35817,20150221,C8  ,$588.59 
WILLD33408,20150225,C8  ,"$2,066.71 "
WICHM33266,20150317,C8  ,"$1,782.32 "
WHITJ75814,20150221,C9  ,"$1,425.04 "
WHITJ75814,20150221,C9  ,$409.39 
WOOLS33436,20150218,C9  ,$352.55 
VASSC12476,20150228,C9  ,"$3,003.16 "
VASSC12476,20150228,C9  ,$631.67 
WACHC89794,20150409,C8  ,$700.74 
WALKM88726,20150407,K1  ,$497.14 
WOODS51565,20150407,K1  ,"$2,321.40 "
YOSTR15048,20150408,R2  ,"$1,570.32 "
WARDM89036,20150407,R2  ,$691.20 
VANAR89432,20150409,0A  ,"$1,779.79 "
WILDC89736,20150404,K9  ,$581.94 
VINTM28718,20150419,0C  ,$267.50 
WILSK89029,20150409,0C  ,$160.50 
WHITJ56147,20150409,0C  ,"$1,619.98 "
WALSM31622,20150407,0C  ,"$1,004.68 "
WRIGD91091,20150407,H1  ,$220.01 
WOODG20607,20150409,H2  ,"$1,135.40 "
WEISK34842,20150228,E2  ,"$1,021.80 "
VARGM25652,20150218,E5  ,"$1,925.89 "
ZAPAD32534,20150221,E5  ,"$5,504.03 "
VANDC79878,20150404,I2  ,$214.70 
VARGM90822,20150414,I2  ,"$2,663.03 "
ZHANY79117,20150411,I2  ,"$1,354.69 "
WARDG27662,20150410,I2  ,"$2,362.42 "
WARDG27662,20150410,I2  ,$746.20 
ZAWIS89892,20150410,I3  ,"$4,975.53 "
VELEV71651,20150408,K3  ,"$1,937.63 "
VARET31152,20150404,K3  ,$21.73 
VARET31152,20150404,K3  ,$50.88 
VIGED90030,20150409,M4  ,"$4,421.19 "
WEIND41346,20150410,M4  ,"$1,254.39 "
WEIND41346,20150410,M4  ,$85.00 
WITTJ90399,20150406,N1  ,"$1,963.40 "
WALTM52630,20150408,N1  ,"$3,211.02 "
WANGH89891,20150418,L2  ,"$2,527.94 "
YINGJ72105,20150409,L2  ,$542.19 
ZANEF58512,20150501,L2  ,"$2,917.70 "
WILSC90654,20150406,L2  ,"$1,706.49 "
WATSA90716,20150605,L2  ,"$13,878.56 "
WATSA90716,20150612,L2  ,$381.64 
WILLS90897,20150407,L2  ,$635.68 
WALSK90912,20150410,L2  ,"$3,940.97 "
XENAM35006,20150507,F3  ,"$4,198.63 "
WILLE32709,20150217,H4  ,$869.91 
XAVIR33564,20150218,H4  ,$957.01 
WILLJ28791,20150216,H4  ,$103.19 
WAUCN70569,20150228,H4  ,$520.31 
WILLJ28791,20150216,H4  ,$100.33 
VILAJ34743,20150415,H4  ,"$1,520.64 "
VILAJ34743,20150224,H4  ,"$2,052.96 "
VALVD34926,20150219,H4  ,"$1,711.82 "
YOYOP35149,20150219,H4  ,"$1,815.07 "
YOYOP35149,20150216,H4  ,$43.40 
VISEJ32115,20150219,H5  ,$737.56 
VIELR35054,20150316,H9  ,"$1,805.15 "
WESSS97825,20150221,W2  ,$796.56 
WESSS97825,20150225,W2  ,$319.05 
WILLL35097,20150221,W2  ,$800.36 
VOLFM33066,20150221,0A  ,$506.41 
VERRT33438,20150219,0A  ,"$2,330.64 "
VERRT33438,20150219,0A  ,$873.67 
ZUPPL32215,20150306,0E  ,"$1,841.35 "
ZUPPL32215,20150306,0E  ,$691.20 
ZIOMM77897,20150217,0L  ,$486.00 
WHITF15651,20150302,0T  ,$216.25 
WENDA84930,20150218,2,"$1,227.91 "
VINCC789Z8,20150218,2,"$1,085.35 "
WAISL90186,20150430,H3  ,$586.84 
WYNND90463,20150409,H3  ,$767.51 
VALER94136,20150404,I4  ,$499.62 
WOLFL90968,20150409,I8  ,"$1,154.02 "
WEINJ96090,20150407,I9  ,"$2,079.08 "
WALKM97000,20150404,JV  ,$433.35 
WOLKC32315,20150221,E8  ,"$2,669.97 "
WOLKC32315,20150216,E8  ,$40.08 
WASKF32356,20150218,E8  ,$674.10 
VELAC46039,20150218,E8  ,$609.85 
YANNM33213,20150218,E8  ,"$3,508.48 "
VILLM66102,20150221,E8  ,"$2,320.78 "
WEEKA17092,20150216,E8  ,$266.43 
YAGEK33908,20150224,E8  ,"$1,026.08 "
ZAPAF34734,20150218,E8  ,"$1,069.95 "
ZEITR66730,20150515,H3  ,$880.80 
ZEITR66730,20150530,H3  ,$978.79 
WENTD54513,20150408,H3  ,$526.96 
YNCLC91226,20150406,H3  ,$381.01 
WANGH90835,20150411,H5  ,"$2,069.77 "
YUNGX90109,20150408,H7  ,"$1,295.61 "
WISEE58332,20150409,K7  ,$927.39 
WISEE58332,20150421,K7  ,$678.35 
WHITS90989,20150408,M2  ,"$3,311.76 "
WARRN89943,20150416,M3  ,"$5,273.52 "
WATEJ90874,20150406,M3  ,$349.56 
WINKM91027,20150702,M3  ,"$6,743.94 "
YOUNA33599,20150219,G1  ,$659.72 
WINSM32930,20150218,G1  ,$608.56 
VANEM90612,20150217,G1  ,$249.32 
WANNN34682,20150220,G1  ,$816.51 
VENDJ31888,20150218,G2  ,"$1,174.76 "
VELAB32670,20150410,G2  ,"$1,158.53 "
VAZQG73045,20150219,G2  ,"$2,514.96 "
WALLS10385,20150216,G2  ,$146.98 
VIJAP21800,20150224,HV  ,"$1,968.84 "
WILLM32546,20150218,H1  ,$926.53 
VIJAJ99635,20150408,N2  ,$835.00 
VANDC91346,20150623,N4  ,$747.63 
VANDC91346,20150623,N4  ,$800.50 
VISWA86625,20150417,N4  ,$947.97 
WRAYV92572,20150515,R3  ,$301.32 
WINDR85479,20150417,R3  ,$916.92 
WILLM32444,20150218,T2  ,$161.48 
ZAMBA32893,20150218,T2  ,"$3,321.11 "
VRYDM33598,20150218,2,"$1,821.20 "
VELAM34093,20150219,T2  ,"$2,649.85 "
WALDB90179,20150218,W2  ,$33.62 
WARNR94537,20150314,W2  ,$625.32 
VREET26675,20150225,W2  ,"$1,945.26 "
WIGGD40494,20150224,W2  ,"$2,327.75 "
VIVIJ59080,20150220,W2  ,$307.06 
VILLE99498,20150228,W2  ,"$3,571.66 "
ZADOV33398,20150220,0E  ,"$1,263.60 "
ZADOV33398,20150217,0E  ,$506.52 
ZAEND32505,20150221,3,$488.94 
WISEM30107,20150218,3,"$2,542.16 "
WELCS34210,20150220,3,"$4,033.80 "
WOLPJ91650,20150414,G4  ,"$1,480.59 "
WILLJ91656,20150414,H9  ,"$1,595.24 "
VARGL22093,20150408,I6  ,$255.80 
ZUBRJ96718,20150331,N5  ,"$1,175.93 "
WHALK85906,20150410,W2  ,$409.66 
WAJDP92028,20150406,0A  ,"$1,296.00 "
WALTK92435,20150409,0A  ,$895.32 
VANWH96112,20150530,0A  ,"$5,473.17 "
YUEHA74995,20150408,0C  ,"$3,783.92 "
YUEHA74995,20150413,0C  ,$622.77 
WACKJ92527,20150407,2,$484.92 
VIRGD12945,20150409,W2  ,"$2,223.19 "
WARDN41467,20150415,3,"$1,798.88 "
WOODK93294,20150905,C4  ,$253.11 
VALLS66195,20150903,C4  ,"$1,848.26 "
VALLS66195,20150903,C4  ,"$1,633.54 "
WASIK65684,20150901,C9  ,"$1,514.37 "
WILLD48113,20150410,W2  ,$179.90 
ZIEGT32446,20150408,W2  ,$784.00 
ZIEGT32446,20150409,W2  ,$429.84 
WEBE132L  ,20150408,0J  ,"$1,281.02 "
WAGNK61916,20150812,0J  ,"$1,207.13 "
WHITG14218,20150829,E3  ,$80.21 
VASEM47662,20150410,E8  ,"$4,987.27 "
ZAROJ95982,20150408,E8  ,$825.31 
WORRC31849,20150220,I8  ,"$1,671.18 "
VALAM32462,20150218,I8  ,"$2,097.97 "
ZIELH32686,20150321,I8  ,$756.68 
ZABBD82103,20150223,I9  ,"$2,813.06 "
WRIGA31874,20150224,M3  ,"$1,952.69 "
WARDD32309,20150217,M3  ,$636.44 
WILDR33036,20150217,M3  ,"$1,539.51 "
WALSM34167,20150314,M3  ,"$1,160.25 "
VALDV68748,20150219,H7  ,"$2,155.51 "
VERBN97700,20150413,W2  ,"$1,226.91 "
VENEP22576,20150502,0G  ,"$2,987.37 "
VANT26B   ,20150408,0T  ,"$2,025.18 "
YACAI12061,20150411,0T  ,"$1,561.27 "
WILDS49358,20150218,I3  ,"$2,504.73 "
WINTR34551,20150223,I3  ,"$1,856.40 "
VEGNM33112,20150224,I4  ,"$1,439.28 "
WANGY33333,20150309,I4  ,"$2,332.18 "
VALEJ74563,20150218,I7  ,"$2,663.03 "
VALEE33502,20150218,I7  ,"$2,244.89 "
VILLD33551,20150216,I7  ,$648.00 
WARRR34112,20150221,J1  ,"$1,572.42 "
WARMW34805,20150220,J1  ,"$2,000.84 "
WARMW34805,20150224,J1  ,$173.94 
WARDY71497,20150216,J2  ,$27.13 
WELLD39111,20150407,2,"$1,510.89 "
WOODL90006,20150407,2,$145.75 
YINGR55251,20150409,2,$409.32 
WESTL34230,20150220,J2  ,"$2,978.61 "
WIEPL68101,20150219,J2  ,$551.31 
WIEPP35120,20150217,J2  ,$81.56 
YORKD53378,20150226,KV  ,"$3,108.93 "
YORKD53378,20150226,KV  ,$402.75 
WILLJ24837,20150222,KV  ,$622.59 
WRIGR26949,20150218,K6  ,$359.10 
VARUJ25722,20150216,NV  ,"$1,661.96 "
WALSS80683,20150216,NV  ,$961.35 
ZUBLN23213,20150216,NV  ,$85.10 
WINTC33608,20150216,NV  ,$364.98 
WALSS80683,20150217,NV  ,"$1,932.00 "
VALAR33933,20150217,NV  ,$488.81 
WILLL34225,20150307,N5  ,"$4,072.37 "
VALAM34151,20150221,N5  ,"$1,361.13 "
VOEVV34719,20150218,N5  ,$818.55 
WILLT83929,20150216,PV  ,$145.95 
VANVJ35334,20150219,A1  ,$587.47 
WICHM16139,20150219,C4  ,"$1,119.81 "
VETEP25751,20150218,I2  ,$279.18 
ZITTL92601,20150219,I2  ,$193.28 
WASHN35956,20150219,I2  ,$335.91 
VELTD33616,20150323,I3  ,$586.58 
VELTD33616,20150323,I3  ,"$1,865.04 "
WRIGD16187,20150219,KV  ,$429.25 
WRIGD16187,20150220,KV  ,"$1,927.98 "
WINGA35896,20150220,R3  ,"$3,508.08 "
WINGA35896,20150225,R3  ,$226.75 
WINGA35896,20150224,R3  ,$85.49 
WINGA35896,20150224,R3  ,$572.35 
WINGA35896,20150310,R3  ,$693.75 
WALWS36168,20150220,R3  ,"$1,745.23 "
WEIGH22127,20150220,W2  ,$202.23 
VACCC49068,20150220,W2  ,$411.08 
WICKA91013,20150407,A1  ,"$2,057.40 "
WHITA92105,20150407,A1  ,$403.87 
WOODC23189,20150408,A1  ,"$1,786.32 "
VOLPJ36075,20150220,E5  ,$464.38 
WJILG61530,20150220,E7  ,"$2,514.34 "
YEWAN35733,20150225,E7  ,"$1,625.28 "
VACHP85058,20150220,E8  ,$957.54 
WINTB45332,20150221,E8  ,"$1,069.95 "
ZYLBL29215,20150218,L2  ,$539.49 
WOMAC62428,20150219,L3  ,"$1,998.49 "
WALKK86541,20150313,L4  ,$317.95 
WALKK86541,20150313,L4  ,"$1,302.86 "
VIOLL35807,20150224,MV  ,$853.99 
WUYA36148 ,20150218,MV  ,$21.22 
WATSB35709,20150221,N2  ,$790.73 
WELLK47727,20150409,C3  ,"$2,156.65 "
WEEKC81246,20150408,C3  ,"$1,845.12 "
WALDR79580,20150406,C3  ,$794.67 
WALDR79580,20150411,C3  ,$794.67 
YOSTL92997,20150414,C3  ,"$2,562.07 "
WIESK91796,20150415,C4  ,$849.63 
VLOGG69346,20150408,C9  ,$759.34 
VILLS35281,20150410,C9  ,"$5,544.03 "
WANGX92725,20150409,C9  ,"$6,526.70 "
WILSM15324,20150417,3,"$2,396.36 "
VOGEN93839,20150220,G5  ,$227.55 
WILKJ64948,20150220,K4  ,$603.14 
ZABAM86124,20150218,K4  ,"$1,228.54 "
VEALD69757,20150222,K4  ,$572.35 
YEKWL61360,20150228,K9  ,$455.64 
WADET36038,20150226,K9  ,"$1,963.12 "
WALSB55094,20150219,N3  ,"$1,786.11 "
VASSE35791,20150228,N3  ,"$2,659.97 "
VOMAN36113,20150219,N3  ,"$2,098.22 "
YOUNN22875,20150219,E1  ,"$1,283.95 "
VELEM36077,20150220,G3  ,"$1,916.00 "
WANGM35587,20150310,G4  ,$387.60 
WUQIR35646,20150220,G4  ,"$9,917.42 "
WILLA36155,20150220,G4  ,"$3,641.81 "
WILLA36155,20150224,G4  ,$253.68 
WALTK35530,20150319,N5  ,$770.40 
WRIGA87882,20150217,RV  ,$350.00 
VENED81259,20150220,W2  ,$268.92 
WISEG92564,20150411,E7  ,$952.19 
WEISC99271,20150415,E7  ,$287.83 
YADAJ92826,20150409,E7  ,"$1,670.11 "
VRBAM40446,20150408,E8  ,"$1,077.44 "
ZAMOJ91877,20150602,E9  ,"$6,499.13 "
